activity_comment,assay_chembl_id,assay_description,assay_type,canonical_smiles,data_validity_comment,document_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,type,units,value,undefined_stereo,canonical_smiles_clean
,CHEMBL873042,Inhibitory activity at Adenosine A2A receptor by inhibition of [3H]-CGS- 21680 binding to bovine striatal membranes.,B,CNC(=O)[C@H]1OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@](C)(O)[C@@H]1O,,CHEMBL1131221,CHEMBL605034,5.81,=,=,Ki,nM,1533.0,Ki,nM,1533.0,True,CNC(=O)[C@H]1OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@](C)(O)[C@@H]1O
,CHEMBL873042,Inhibitory activity at Adenosine A2A receptor by inhibition of [3H]-CGS- 21680 binding to bovine striatal membranes.,B,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,,CHEMBL1131221,CHEMBL285819,6.92,=,=,Ki,nM,120.0,Ki,nM,120.0,False,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
,CHEMBL649802,Displacement of [3H]- SCH-58261 binding at human Adenosine A2A receptor expressed in CHO cells,B,CSc1c2c(nc(NC(=O)Cc3ccc(CC(C)C)cc3)n3nc(-c4ccco4)nc23)nn1C,,CHEMBL1136743,CHEMBL439447,7.3,=,=,Ki,nM,50.0,Ki,nM,50.0,False,CSc1c2c(nc(NC(=O)Cc3ccc(CC(C)C)cc3)n3nc(-c4ccco4)nc23)nn1C
,CHEMBL649801,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in CHO cells,B,CCCSc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C,,CHEMBL1136743,CHEMBL280888,8.68,=,=,Ki,nM,2.1,Ki,nM,2.1,False,CCCSc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C
,CHEMBL644667,Binding affinity towards human Adenosine A2A receptor,B,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)nc2n(CCC)c1=O,,CHEMBL1135905,CHEMBL273807,6.3,=,=,Ki,nM,503.0,Ki,nM,503.0,False,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)nc2n(CCC)c1=O
,CHEMBL649802,Displacement of [3H]- SCH-58261 binding at human Adenosine A2A receptor expressed in CHO cells,B,COc1ccc(NC(=O)Nc2nc3nn(C)c(SC)c3c3nc(-c4ccco4)nn23)cc1,,CHEMBL1136743,CHEMBL22113,8.51,=,=,Ki,nM,3.1,Ki,nM,3.1,False,COc1ccc(NC(=O)Nc2nc3nn(C)c(SC)c3c3nc(-c4ccco4)nn23)cc1
,CHEMBL649802,Displacement of [3H]- SCH-58261 binding at human Adenosine A2A receptor expressed in CHO cells,B,CCNc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C,,CHEMBL1136743,CHEMBL20888,8.0,=,=,Ki,nM,10.0,Ki,nM,10.0,False,CCNc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C
,CHEMBL649802,Displacement of [3H]- SCH-58261 binding at human Adenosine A2A receptor expressed in CHO cells,B,COc1ccc(CC(=O)Nc2nc3nn(C)c(SC)c3c3nc(-c4ccco4)nn23)cc1,,CHEMBL1136743,CHEMBL21910,7.82,=,=,Ki,nM,15.0,Ki,nM,15.0,False,COc1ccc(CC(=O)Nc2nc3nn(C)c(SC)c3c3nc(-c4ccco4)nn23)cc1
,CHEMBL649802,Displacement of [3H]- SCH-58261 binding at human Adenosine A2A receptor expressed in CHO cells,B,CCNc1c2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)nn1C.Cl,,CHEMBL1136743,CHEMBL554955,7.8,=,=,Ki,nM,16.0,Ki,nM,16.0,False,CCNc1c2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)nn1C
,CHEMBL649802,Displacement of [3H]- SCH-58261 binding at human Adenosine A2A receptor expressed in CHO cells,B,CN1CCN(c2c3c(nc(N)n4nc(-c5ccco5)nc34)nn2C)CC1,,CHEMBL1136743,CHEMBL21541,6.81,=,=,Ki,nM,156.0,Ki,nM,156.0,False,CN1CCN(c2c3c(nc(N)n4nc(-c5ccco5)nc34)nn2C)CC1
,CHEMBL649802,Displacement of [3H]- SCH-58261 binding at human Adenosine A2A receptor expressed in CHO cells,B,CSc1c2c(nc(NC(=O)Cc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)nn1C,,CHEMBL1136743,CHEMBL21572,8.39,=,=,Ki,nM,4.1,Ki,nM,4.1,False,CSc1c2c(nc(NC(=O)Cc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)nn1C
,CHEMBL649802,Displacement of [3H]- SCH-58261 binding at human Adenosine A2A receptor expressed in CHO cells,B,CSc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1CCCc1ccccc1,,CHEMBL1136743,CHEMBL20445,7.66,=,=,Ki,nM,22.0,Ki,nM,22.0,False,CSc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1CCCc1ccccc1
,CHEMBL649802,Displacement of [3H]- SCH-58261 binding at human Adenosine A2A receptor expressed in CHO cells,B,CCNc1c2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)nn1C,,CHEMBL1136743,CHEMBL20555,7.68,=,=,Ki,nM,21.0,Ki,nM,21.0,False,CCNc1c2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)nn1C
,CHEMBL649802,Displacement of [3H]- SCH-58261 binding at human Adenosine A2A receptor expressed in CHO cells,B,CSc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C,,CHEMBL1136743,CHEMBL281129,8.92,=,=,Ki,nM,1.2,Ki,nM,1.2,False,CSc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C
,CHEMBL649802,Displacement of [3H]- SCH-58261 binding at human Adenosine A2A receptor expressed in CHO cells,B,CCNc1c2c(nc(NC(=O)Cc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)nn1C,,CHEMBL1136743,CHEMBL22085,7.21,=,=,Ki,nM,61.0,Ki,nM,61.0,False,CCNc1c2c(nc(NC(=O)Cc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)nn1C
,CHEMBL649802,Displacement of [3H]- SCH-58261 binding at human Adenosine A2A receptor expressed in CHO cells,B,CN1CCN(c2c3c(nc(N)n4nc(-c5ccco5)nc34)nn2C)CC1.Cl.Cl,,CHEMBL1136743,CHEMBL553587,6.87,=,=,Ki,nM,135.0,Ki,nM,135.0,False,CN1CCN(c2c3c(nc(N)n4nc(-c5ccco5)nc34)nn2C)CC1
,CHEMBL649802,Displacement of [3H]- SCH-58261 binding at human Adenosine A2A receptor expressed in CHO cells,B,CCNc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C.Cl,,CHEMBL1136743,CHEMBL544678,8.0,=,=,Ki,nM,10.0,Ki,nM,10.0,False,CCNc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C
,CHEMBL649789,Inhibitory activity against binding of the [3H]CGS-21680 to human A2a receptor (hA2a) radioligands using competition binding assay,B,CC(=O)NCCNc1[nH]c(-c2ccccc2)nc2nc(C)c(C)c1-2,,CHEMBL1131846,CHEMBL81616,7.64,=,=,Ki,nM,23.0,Ki,nM,23.0,False,CC(=O)NCCNc1[nH]c(-c2ccccc2)nc2nc(C)c(C)c1-2
,CHEMBL649783,"Binding affinity towards human A2 receptor (hA2) was measured through displacement of [3H]-CGS-21,680 using yeast cell membranes",B,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,,CHEMBL1131846,CHEMBL183,7.16,=,=,Ki,nM,70.0,Ki,nM,70.0,False,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O
,CHEMBL649789,Inhibitory activity against binding of the [3H]CGS-21680 to human A2a receptor (hA2a) radioligands using competition binding assay,B,Cc1[nH]c2nc(-c3ccccc3)nc(N[C@@H]3CCCCNC3=O)c2c1C,,CHEMBL1131846,CHEMBL312503,6.02,=,=,Ki,nM,962.0,Ki,nM,962.0,False,Cc1[nH]c2nc(-c3ccccc3)nc(N[C@@H]3CCCCNC3=O)c2c1C
,CHEMBL649789,Inhibitory activity against binding of the [3H]CGS-21680 to human A2a receptor (hA2a) radioligands using competition binding assay,B,Cc1[nH]c2nc(-c3ccccc3)nc(NCCN3CCNC3=O)c2c1C,,CHEMBL1131846,CHEMBL82197,6.67,=,=,Ki,nM,215.0,Ki,nM,215.0,False,Cc1[nH]c2nc(-c3ccccc3)nc(NCCN3CCNC3=O)c2c1C
,CHEMBL649789,Inhibitory activity against binding of the [3H]CGS-21680 to human A2a receptor (hA2a) radioligands using competition binding assay,B,Cc1nc2nc(-c3ccccc3)[nH]c(N[C@H](CO)CC(C)C)c-2c1C,,CHEMBL1131846,CHEMBL78659,5.95,=,=,Ki,nM,1136.0,Ki,nM,1136.0,False,Cc1nc2nc(-c3ccccc3)[nH]c(N[C@H](CO)CC(C)C)c-2c1C
,CHEMBL649789,Inhibitory activity against binding of the [3H]CGS-21680 to human A2a receptor (hA2a) radioligands using competition binding assay,B,Cc1[nH]c2nc(-c3ccccc3)nc(NCc3ccncc3)c2c1C,,CHEMBL1131846,CHEMBL81863,6.09,=,=,Ki,nM,811.0,Ki,nM,811.0,False,Cc1[nH]c2nc(-c3ccccc3)nc(NCc3ccncc3)c2c1C
,CHEMBL649789,Inhibitory activity against binding of the [3H]CGS-21680 to human A2a receptor (hA2a) radioligands using competition binding assay,B,Cc1[nH]c2nc(-c3ccccc3)nc(N[C@H]3CC[C@H](O)CC3)c2c1C,,CHEMBL1131846,CHEMBL78595,6.12,=,=,Ki,nM,754.0,Ki,nM,754.0,False,Cc1[nH]c2nc(-c3ccccc3)nc(N[C@H]3CC[C@H](O)CC3)c2c1C
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,COc1ccc(/C=N/N=C(\S)Cc2ccccc2)c(O)c1,,CHEMBL1147439,CHEMBL166424,7.0,=,=,Ki,nM,100.0,Ki,uM,0.1,False,COc1ccc(/C=N/N=C(\S)Cc2ccccc2)c(O)c1
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,COc1cccc(-c2n[nH]c(Cc3ccccc3Br)n2)c1,,CHEMBL1147439,CHEMBL353593,7.7,=,=,Ki,nM,20.0,Ki,uM,0.02,False,COc1cccc(-c2n[nH]c(Cc3ccccc3Br)n2)c1
,CHEMBL649775,Displacement of [3H]-CGS- 21680 from adenosine A2a receptor of bovine striatal membrane,B,O=c1c(-c2ccc(O)cc2)nnc2n(Cc3ccccc3)c3ccccc3n12,,CHEMBL1134334,CHEMBL109691,5.92,=,=,Ki,nM,1200.0,Ki,nM,1200.0,False,O=c1c(-c2ccc(O)cc2)nnc2n(Cc3ccccc3)c3ccccc3n12
,CHEMBL644670,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells,B,O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,,CHEMBL1132457,CHEMBL137950,6.96,=,=,Ki,nM,110.0,Ki,nM,110.0,False,O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,S/C(Cc1ccccc1)=N\N=C\c1ccc2ccccc2n1,,CHEMBL1147439,CHEMBL167703,5.92,=,=,Ki,nM,1200.0,Ki,uM,1.2,False,S/C(Cc1ccccc1)=N\N=C\c1ccc2ccccc2n1
,CHEMBL644670,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells,B,CCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,,CHEMBL1132457,CHEMBL141154,6.73,=,=,Ki,nM,185.0,Ki,nM,185.0,False,CCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1
,CHEMBL649784,Displacement of [3H]-SCH- 58261 from human Adenosine A2A receptor expressed in HEK293 cells,B,CCCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,,CHEMBL1132457,CHEMBL138332,5.91,=,=,Ki,nM,1221.0,Ki,nM,1221.0,False,CCCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,COc1cccc(-c2n[nH]c(Cc3ccc(Cl)c(Cl)c3)n2)c1OC,,CHEMBL1147439,CHEMBL168895,7.05,=,=,Ki,nM,90.0,Ki,uM,0.09,False,COc1cccc(-c2n[nH]c(Cc3ccc(Cl)c(Cl)c3)n2)c1OC
,CHEMBL649775,Displacement of [3H]-CGS- 21680 from adenosine A2a receptor of bovine striatal membrane,B,Oc1ccc(-c2nnc3nc4ccccc4n3c2O)cc1O,,CHEMBL1134334,CHEMBL7334,5.46,=,=,Ki,nM,3500.0,Ki,nM,3500.0,False,Oc1ccc(-c2nnc3nc4ccccc4n3c2O)cc1O
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,S/C(Cc1ccccc1)=N\N=C\c1ccccn1,,CHEMBL1147439,CHEMBL168481,7.0,=,=,Ki,nM,100.0,Ki,uM,0.1,False,S/C(Cc1ccccc1)=N\N=C\c1ccccn1
,CHEMBL644670,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells,B,Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,,CHEMBL1132457,CHEMBL16867,9.51,=,=,Ki,nM,0.31,Ki,nM,0.31,False,Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12
,CHEMBL644670,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells,B,Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,,CHEMBL1132457,CHEMBL423542,9.74,=,=,Ki,nM,0.18,Ki,nM,0.18,False,Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,COc1cccc(-c2n[nH]c(Cc3ccc4ccccc4c3)n2)c1,,CHEMBL1147439,CHEMBL167343,7.0,=,=,Ki,nM,100.0,Ki,uM,0.1,False,COc1cccc(-c2n[nH]c(Cc3ccc4ccccc4c3)n2)c1
,CHEMBL649775,Displacement of [3H]-CGS- 21680 from adenosine A2a receptor of bovine striatal membrane,B,Oc1c(-c2cccs2)nnc2nc3ccccc3n12,,CHEMBL1134334,CHEMBL269112,5.99,=,=,Ki,nM,1023.0,Ki,nM,1023.0,False,Oc1c(-c2cccs2)nnc2nc3ccccc3n12
,CHEMBL649775,Displacement of [3H]-CGS- 21680 from adenosine A2a receptor of bovine striatal membrane,B,Oc1c(-c2ccco2)nnc2nc3ccccc3n12,,CHEMBL1134334,CHEMBL7608,6.62,=,=,Ki,nM,241.0,Ki,nM,241.0,False,Oc1c(-c2ccco2)nnc2nc3ccccc3n12
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,Cn1nc(-c2ccc(N=[N+]=[N-])cc2)nc1-c1cccc(CN2CC=CC2)c1,,CHEMBL1147439,CHEMBL167977,6.4,=,=,Ki,nM,400.0,Ki,uM,0.4,False,Cn1nc(-c2ccc(N=[N+]=[N-])cc2)nc1-c1cccc(CN2CC=CC2)c1
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,Clc1ccc(Cc2n[nH]c(-c3cnccn3)n2)cc1Cl,,CHEMBL1147439,CHEMBL170215,7.22,=,=,Ki,nM,60.0,Ki,uM,0.06,False,Clc1ccc(Cc2n[nH]c(-c3cnccn3)n2)cc1Cl
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,S/C(Cc1ccccc1)=N\N=C\c1cnc2ccccc2c1,,CHEMBL1147439,CHEMBL424526,5.7,=,=,Ki,nM,2000.0,Ki,uM,2.0,False,S/C(Cc1ccccc1)=N\N=C\c1cnc2ccccc2c1
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,COc1cccc(-c2nc(Cc3ccc(C)c(C)c3)n[nH]2)c1,,CHEMBL1147439,CHEMBL165760,7.7,=,=,Ki,nM,20.0,Ki,uM,0.02,False,COc1cccc(-c2nc(Cc3ccc(C)c(C)c3)n[nH]2)c1
,CHEMBL649775,Displacement of [3H]-CGS- 21680 from adenosine A2a receptor of bovine striatal membrane,B,Oc1c(-c2ccsc2)nnc2nc3ccccc3n12,,CHEMBL1134334,CHEMBL7953,5.3,=,=,Ki,nM,5000.0,Ki,nM,5000.0,False,Oc1c(-c2ccsc2)nnc2nc3ccccc3n12
,CHEMBL644670,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells,B,COc1ccc(NC(=O)Nc2nc3nn(CCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1,,CHEMBL1132457,CHEMBL422820,6.91,=,=,Ki,nM,124.0,Ki,nM,124.0,False,COc1ccc(NC(=O)Nc2nc3nn(CCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,COc1cccc(-c2n[nH]c(Cc3cccc(F)c3F)n2)c1,,CHEMBL1147439,CHEMBL166500,7.7,=,=,Ki,nM,20.0,Ki,uM,0.02,False,COc1cccc(-c2n[nH]c(Cc3cccc(F)c3F)n2)c1
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,COc1cccc(-c2n[nH]c(CC3CCCCC3)n2)c1,,CHEMBL1147439,CHEMBL355390,6.16,=,=,Ki,nM,700.0,Ki,uM,0.7,False,COc1cccc(-c2n[nH]c(CC3CCCCC3)n2)c1
,CHEMBL649775,Displacement of [3H]-CGS- 21680 from adenosine A2a receptor of bovine striatal membrane,B,Oc1ccc(-c2nnc3nc4ccccc4n3c2O)cc1,,CHEMBL1134334,CHEMBL7327,5.89,=,=,Ki,nM,1300.0,Ki,nM,1300.0,False,Oc1ccc(-c2nnc3nc4ccccc4n3c2O)cc1
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,COc1cccc(-c2n[nH]c(Cc3ccc(Cl)c(Cl)c3)n2)c1,,CHEMBL1147439,CHEMBL354321,7.4,=,=,Ki,nM,40.0,Ki,uM,0.04,False,COc1cccc(-c2n[nH]c(Cc3ccc(Cl)c(Cl)c3)n2)c1
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,S/C(Cc1ccccc1)=N\N=C\c1cccnc1,,CHEMBL1147439,CHEMBL166429,8.3,=,=,Ki,nM,5.0,Ki,uM,0.005,False,S/C(Cc1ccccc1)=N\N=C\c1cccnc1
,CHEMBL649775,Displacement of [3H]-CGS- 21680 from adenosine A2a receptor of bovine striatal membrane,B,Oc1c(-c2ccccc2)nnc2nc3ccccc3n12,,CHEMBL1134334,CHEMBL7113,5.54,=,=,Ki,nM,2900.0,Ki,nM,2900.0,False,Oc1c(-c2ccccc2)nnc2nc3ccccc3n12
,CHEMBL644670,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells,B,CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,,CHEMBL1132457,CHEMBL137879,8.72,=,=,Ki,nM,1.9,Ki,nM,1.9,False,CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1
,CHEMBL649775,Displacement of [3H]-CGS- 21680 from adenosine A2a receptor of bovine striatal membrane,B,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,,CHEMBL1134334,CHEMBL183,6.47,=,=,Ki,nM,337.0,Ki,nM,337.0,False,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O
,CHEMBL644670,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells,B,CCCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,,CHEMBL1132457,CHEMBL344706,8.59,=,=,Ki,nM,2.55,Ki,nM,2.55,False,CCCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,Oc1ccc(OC(F)(F)F)cc1/C=N/N=C(\S)Cc1ccccc1,,CHEMBL1147439,CHEMBL166104,5.85,=,=,Ki,nM,1400.0,Ki,uM,1.4,False,Oc1ccc(OC(F)(F)F)cc1/C=N/N=C(\S)Cc1ccccc1
,CHEMBL644670,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells,B,COc1ccc(NC(=O)Nc2nc3nn(CCCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1,,CHEMBL1132457,CHEMBL139182,5.99,=,=,Ki,nM,1015.0,Ki,nM,1015.0,False,COc1ccc(NC(=O)Nc2nc3nn(CCCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,COc1cccc(-c2n[nH]c(Cc3cccc(Br)c3)n2)c1,,CHEMBL1147439,CHEMBL168892,8.0,=,=,Ki,nM,10.0,Ki,uM,0.01,False,COc1cccc(-c2n[nH]c(Cc3cccc(Br)c3)n2)c1
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,O=[N+]([O-])c1ccc(O)c(/C=N/N=C(\S)Cc2ccccc2)c1,,CHEMBL1147439,CHEMBL168334,8.0,=,=,Ki,nM,10.0,Ki,uM,0.01,False,O=[N+]([O-])c1ccc(O)c(/C=N/N=C(\S)Cc2ccccc2)c1
,CHEMBL649775,Displacement of [3H]-CGS- 21680 from adenosine A2a receptor of bovine striatal membrane,B,OC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,,CHEMBL1134334,CHEMBL307199,6.4,=,=,Ki,nM,401.0,Ki,nM,401.0,False,OC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,COc1cccc(-c2n[nH]c(Cc3ccc(F)c(F)c3)n2)c1,,CHEMBL1147439,CHEMBL166939,7.16,=,=,Ki,nM,70.0,Ki,uM,0.07,False,COc1cccc(-c2n[nH]c(Cc3ccc(F)c(F)c3)n2)c1
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,COc1cc(/C=N/N=C(\S)Cc2ccccc2)c(O)c(OC)c1,,CHEMBL1147439,CHEMBL166548,5.38,=,=,Ki,nM,4200.0,Ki,uM,4.2,False,COc1cc(/C=N/N=C(\S)Cc2ccccc2)c(O)c(OC)c1
,CHEMBL649775,Displacement of [3H]-CGS- 21680 from adenosine A2a receptor of bovine striatal membrane,B,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,,CHEMBL1134334,CHEMBL464859,7.8,=,=,Ki,nM,16.0,Ki,nM,16.0,False,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,COc1ccc(O)c(/C=N/N=C(\S)Cc2ccccc2)c1,,CHEMBL1147439,CHEMBL168424,7.7,=,=,Ki,nM,20.0,Ki,uM,0.02,False,COc1ccc(O)c(/C=N/N=C(\S)Cc2ccccc2)c1
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,COc1cccc(-c2n[nH]c(CCc3ccc(Cl)c(Cl)c3)n2)c1,,CHEMBL1147439,CHEMBL168912,6.0,=,=,Ki,nM,1000.0,Ki,uM,1.0,False,COc1cccc(-c2n[nH]c(CCc3ccc(Cl)c(Cl)c3)n2)c1
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,COc1cccc(-c2n[nH]c(Cc3ccc(Cl)c(Cl)c3)n2)c1,,CHEMBL1147439,CHEMBL354321,7.4,=,=,Ki,nM,40.0,Ki,uM,0.04,False,COc1cccc(-c2n[nH]c(Cc3ccc(Cl)c(Cl)c3)n2)c1
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,COc1cccc(-c2n[nH]c(Cc3cccc([N+](=O)[O-])c3)n2)c1,,CHEMBL1147439,CHEMBL423082,7.1,=,=,Ki,nM,80.0,Ki,uM,0.08,False,COc1cccc(-c2n[nH]c(Cc3cccc([N+](=O)[O-])c3)n2)c1
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,COc1cccc(/C=N/N=C(\S)Cc2ccccc2)c1O,,CHEMBL1147439,CHEMBL167010,5.33,=,=,Ki,nM,4700.0,Ki,uM,4.7,False,COc1cccc(/C=N/N=C(\S)Cc2ccccc2)c1O
,CHEMBL644664,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,Oc1ccccc1-c1n[nH]c(-c2ccccc2)n1,,CHEMBL1147439,CHEMBL167001,6.16,=,=,Ki,nM,700.0,Ki,uM,0.7,False,Oc1ccccc1-c1n[nH]c(-c2ccccc2)n1
,CHEMBL644670,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells,B,CCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,,CHEMBL1132457,CHEMBL302765,6.85,=,=,Ki,nM,141.0,Ki,nM,141.0,False,CCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1
,CHEMBL644670,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells,B,O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,,CHEMBL1132457,CHEMBL342906,6.7,=,=,Ki,nM,202.0,Ki,nM,202.0,False,O=C(Nc1cccc(Cl)c1)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12
